time,lowest,lowest_change,second_lowest, second_lowest_change,second_highest,second_highest_change,highest,highest_change,portfolio,portfolio_change
NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 55, NULL
